REGISTRY_NAME,DISPLAY_NAME
<advancedrocketry:gravitycontroller>,Station Gravity Controller
<advancedrocketry:gravitymachine>,Area Gravity Controller
<advancedrocketry:guidancecomputer>,Guidance Computer
<advancedrocketry:hotturf>,Oxidized Ferric Sand
<advancedrocketry:hovercraft>,HoverCraft
<advancedrocketry:ic>,Basic Circuit
<advancedrocketry:ic:1>,Tracking Circuit
<advancedrocketry:ic:2>,Advanced Circuit
<advancedrocketry:ic:3>,Control Circuit Board
<advancedrocketry:ic:4>,Item IO Circuit Board
<advancedrocketry:ic:5>,Liquid IO Circuit Board
<advancedrocketry:intake>,Gas Intake
<advancedrocketry:quartzcrucible>,Quartz Crucible
<advancedrocketry:itemcircuitplate>,Basic Circuit Plate
<advancedrocketry:itemcircuitplate:1>,Advanced Circuit Plate
<advancedrocketry:itemupgrade>,Hover Upgrade
<advancedrocketry:itemupgrade:1>,Flight Speed Control Upgrade
<advancedrocketry:itemupgrade:2>,Bionic Leg Upgrade
<advancedrocketry:itemupgrade:3>,Padded Landing Boots
<advancedrocketry:itemupgrade:4>,Anti-Fog Visor
<advancedrocketry:jackhammer>,Jack Hammer
<advancedrocketry:jetpack>,Jet Pack
<advancedrocketry:landingfloat>,Landing Float
<advancedrocketry:landingpad>,Docking Pad
<advancedrocketry:lathe>,Lathe
<advancedrocketry:launchpad>,Launch Pad
<advancedrocketry:lens>,Orbital Laser Drill Lens
<advancedrocketry:lightsource>,tile.lightSource.name
<advancedrocketry:liquidtank>,Pressurized Tank
<advancedrocketry:loader>,Data Bus
<advancedrocketry:loader:1>,Satellite Bay
<advancedrocketry:loader:2>,Rocket Unloader
<advancedrocketry:loader:3>,Rocket Loader
<advancedrocketry:loader:4>,Rocket Fluid Unloader
<advancedrocketry:loader:5>,Rocket Fluid Loader
<advancedrocketry:loader:6>,Guidance Computer Access Hatch
<advancedrocketry:metal0>,Titanium Aluminide Block
<advancedrocketry:metal0:1>,Titanium Iridium Alloy Block
<advancedrocketry:microwavereciever>,Microwave Receiver
<advancedrocketry:misc>,User Interface
<advancedrocketry:misc:1>,Carbon Brick
<advancedrocketry:monitoringstation>,Rocket Monitoring Station
<advancedrocketry:moonturf>,Moon Turf
<advancedrocketry:moonturf_dark>,Dark Moon Turf
<advancedrocketry:observatory>,Observatory
<advancedrocketry:orescanner>,Ore Scanner
<advancedrocketry:orientationcontroller>,Orientation Controller
<advancedrocketry:oxygencharger>,Gas Charge Pad
<advancedrocketry:oxygendetection>,Atmosphere Detector
<advancedrocketry:oxygenscrubber>,CO2 Scrubber
<advancedrocketry:oxygenvent>,Oxygen Vent
<advancedrocketry:pipesealer>,Pipe Seal
<advancedrocketry:planetanalyser>,Astrobody Data Processor
<advancedrocketry:planetholoselector>,Holographic Planet Selector
<advancedrocketry:planetidchip>,Planet Id Chip
<advancedrocketry:planetselector>,Planet Selector
<advancedrocketry:planks>,Lightwood planks
<advancedrocketry:platepress>,Small Plate Presser
<advancedrocketry:precisionassemblingmachine>,Precision Assembler
<advancedrocketry:pressuretank>,Low Pressure Tank
<advancedrocketry:pressuretank:1>,Pressure Tank
<advancedrocketry:pressuretank:2>,High Pressure Tank
<advancedrocketry:pressuretank:3>,Super High Pressure Tank
<advancedrocketry:productboule>,No name!!!
<advancedrocketry:productdust>,Titanium Aluminide Dust
<advancedrocketry:productdust:1>,Titanium Iridium Alloy Dust
<advancedrocketry:productfan>,No name!!!
<advancedrocketry:productgear>,Titanium Aluminide Gear
<advancedrocketry:productgear:1>,Titanium Iridium Alloy Gear
<advancedrocketry:productgem>,No name!!!
<advancedrocketry:productingot>,Titanium Aluminide Ingot
<advancedrocketry:productingot:1>,Titanium Iridium Alloy Ingot
<advancedrocketry:productnugget>,Titanium Aluminide Nugget
<advancedrocketry:productnugget:1>,Titanium Iridium Alloy Nugget
<advancedrocketry:productplate>,Titanium Aluminide Plate
<advancedrocketry:productplate:1>,Titanium Iridium Alloy Plate
<advancedrocketry:productrod>,Titanium Aluminide Rod
<advancedrocketry:productrod:1>,Titanium Iridium Alloy Rod
<advancedrocketry:productsheet>,Titanium Aluminide Sheet
<advancedrocketry:productsheet:1>,Titanium Iridium Alloy Sheet
<advancedrocketry:quartzcrucible>,Quartz Crucible
<advancedrocketry:railgun>,Railgun
<advancedrocketry:rocketbuilder>,Rocket Assembling Machine
<advancedrocketry:rocketmotor>,Liquid Fueled Engine
<advancedrocketry:rollingmachine>,Rolling Machine
<advancedrocketry:satellite>,Satellite
<advancedrocketry:satellitebuilder>,Satellite Builder
<advancedrocketry:satellitecontrolcenter>,Satellite Terminal
<advancedrocketry:satelliteidchip>,Satellite Id Chip
<advancedrocketry:satellitepowersource>,Basic Solar Panel
<advancedrocketry:satellitepowersource:1>,Large Solar Panel
<advancedrocketry:satelliteprimaryfunction>,Optical Sensor
<advancedrocketry:satelliteprimaryfunction:1>,Composition Sensor
<advancedrocketry:satelliteprimaryfunction:2>,Mass Detector
<advancedrocketry:satelliteprimaryfunction:3>,Microwave Transmitter
<advancedrocketry:satelliteprimaryfunction:4>,Ore Mapper
<advancedrocketry:satelliteprimaryfunction:5>,Biome Changer
<advancedrocketry:sawblade>,Saw Blade Assembly
<advancedrocketry:sawbladeiron>,Iron Saw Blade
<advancedrocketry:sealdetector>,Seal Detector
<advancedrocketry:seat>,Seat
<advancedrocketry:smallairlockdoor>,Small Airlock Door
<advancedrocketry:solargenerator>,Solar Generator
<advancedrocketry:solarpanel>,Solar Panel
<advancedrocketry:spaceboots>,Space Boots
<advancedrocketry:spacechestplate>,Space Suit Chest-Piece
<advancedrocketry:spaceelevatorcontroller>,Space Elevator
<advancedrocketry:spacehelmet>,Space Helmet
<advancedrocketry:spacelaser>,Orbital Laser Drill
<advancedrocketry:spaceleggings>,Space Suit Legging
<advancedrocketry:spacestation>,Space Station Container
<advancedrocketry:spacestationchip>,Space Station Id Chip
<advancedrocketry:stationbuilder>,Space Station Assembler
<advancedrocketry:stationmarker>,Station Docking Port
<advancedrocketry:structuretower>,Structure Tower
<advancedrocketry:suitworkstation>,Suit Workstation
<advancedrocketry:terraformer>,Atmosphere Terraformer
<advancedrocketry:thermite>,Thermite
<advancedrocketry:thermitetorch>,Thermite Torch
<advancedrocketry:unlittorch>,Extinguished Torch
<advancedrocketry:vitrifiedsand>,Vitrified Sand
<advancedrocketry:wafer>,Silicon Wafer
<advancedrocketry:warpcore>,Warp Core
<advancedrocketry:warpmonitor>,Warp Controller
<advancedrocketry:wirelesstransciever>,Wireless Transceiver
<advsolars:sunnarium>,Sunnarium
<advsolars:sunnarium_enriched>,Enriched Sunnarium
<advsolars:sunnarium_enriched_plate>,Enriched Sunnarium Plate
<advsolars:sunnarium_plate>,Sunnarium Plate
<ae2stuff:grower>,Crystal Growth Chamber
<ae2stuff:inscriber>,Advanced Inscriber
<ae2stuff:visualiser>,Network Visualisation Tool
<ae2stuff:wireless>,Wireless Connector
<ae2stuff:wireless_kit>,Wireless Setup Kit
<ae2wtlib:infinity_booster_card>,Infinity Booster Card
<ae2wtlib:wut>,Wireless Ultimate Terminal
<ae2wtlib:wut_creative>,Creative Wireless Ultimate Terminal
<appliedenergistics2:biometric_card>,Biometric Card
<appliedenergistics2:cable_bus>,AE2 Cable and/or Bus
<appliedenergistics2:cell_workbench>,Cell Workbench
<appliedenergistics2:certus_quartz_cutting_knife>,Certus Quartz Cutting Knife
<appliedenergistics2:certus_quartz_wrench>,Certus Quartz Wrench
<appliedenergistics2:charger>,Charger
<appliedenergistics2:chest>,ME Chest
<appliedenergistics2:chiseled_quartz_block>,Chiseled Certus Quartz Block
<appliedenergistics2:chiseled_quartz_slab>,Chiseled Certus Quartz Slab
<appliedenergistics2:chiseled_quartz_stairs>,Chiseled Certus Quartz Stairs
<appliedenergistics2:color_applicator>,Color Applicator - Empty
"<appliedenergistics2:color_applicator>.withTag({internalMaxPower: 20000.0, internalCurrentPower: 20000.0})",Color Applicator - Empty
<appliedenergistics2:condenser>,Matter Condenser
<appliedenergistics2:controller>,ME Controller
<appliedenergistics2:crafting_accelerator>,Crafting Co-Processing Unit
<appliedenergistics2:crafting_monitor>,Crafting Monitor
<appliedenergistics2:crafting_storage_16k>,16k Crafting Storage
<appliedenergistics2:crafting_storage_1k>,1k Crafting Storage
<appliedenergistics2:crafting_storage_4k>,4k Crafting Storage
<appliedenergistics2:crafting_storage_64k>,64k Crafting Storage
<appliedenergistics2:crafting_unit>,Crafting Unit
<appliedenergistics2:creative_energy_cell>,Creative Energy Cell
<appliedenergistics2:creative_storage_cell>,Creative ME Storage Cell
<appliedenergistics2:crystal_seed>.withTag({progress: 0}),Certus Quartz Seed
<appliedenergistics2:crystal_seed:600>.withTag({progress: 600}),Nether Quartz Seed
<appliedenergistics2:crystal_seed:1200>.withTag({progress: 1200}),Fluix Seed
<appliedenergistics2:crystal_seed>.withTag({progress: 200}),Certus Quartz Seed
<appliedenergistics2:crystal_seed:600>.withTag({progress: 800}),Nether Quartz Seed
<appliedenergistics2:crystal_seed:1200>.withTag({progress: 1400}),Fluix Seed
<appliedenergistics2:crystal_seed>.withTag({progress: 400}),Certus Quartz Seed
<appliedenergistics2:crystal_seed:600>.withTag({progress: 1000}),Nether Quartz Seed
<appliedenergistics2:crystal_seed:1200>.withTag({progress: 1600}),Fluix Seed
<appliedenergistics2:dense_energy_cell>,Dense Energy Cell
"<appliedenergistics2:dense_energy_cell>.withTag({internalMaxPower: 1600000.0, internalCurrentPower: 1600000.0})",Dense Energy Cell
<appliedenergistics2:drive>,ME Drive
<appliedenergistics2:dummy_fluid_item>,Water
<appliedenergistics2:encoded_pattern>,Encoded Pattern
<appliedenergistics2:energy_acceptor>,Energy Acceptor
<appliedenergistics2:energy_cell>,Energy Cell
"<appliedenergistics2:energy_cell>.withTag({internalMaxPower: 200000.0, internalCurrentPower: 200000.0})",Energy Cell
<appliedenergistics2:entropy_manipulator>,Entropy Manipulator
"<appliedenergistics2:entropy_manipulator>.withTag({internalMaxPower: 200000.0, internalCurrentPower: 200000.0})",Entropy Manipulator
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:stone""})",Cable Facade - Stone
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:stone""})",Cable Facade - Granite
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""minecraft:stone""})",Cable Facade - Polished Granite
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""minecraft:stone""})",Cable Facade - Diorite
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""minecraft:stone""})",Cable Facade - Polished Diorite
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""minecraft:stone""})",Cable Facade - Andesite
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""minecraft:stone""})",Cable Facade - Polished Andesite
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:grass""})",Cable Facade - Grass Block
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:dirt""})",Cable Facade - Dirt
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:dirt""})",Cable Facade - Coarse Dirt
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""minecraft:dirt""})",Cable Facade - Podzol
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:cobblestone""})",Cable Facade - Cobblestone
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:planks""})",Cable Facade - Oak Wood Planks
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:planks""})",Cable Facade - Spruce Wood Planks
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""minecraft:planks""})",Cable Facade - Birch Wood Planks
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""minecraft:planks""})",Cable Facade - Jungle Wood Planks
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""minecraft:planks""})",Cable Facade - Acacia Wood Planks
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""minecraft:planks""})",Cable Facade - Dark Oak Wood Planks
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:bedrock""})",Cable Facade - Bedrock
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:sand""})",Cable Facade - Sand
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:sand""})",Cable Facade - Red Sand
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:gravel""})",Cable Facade - Gravel
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:gold_ore""})",Cable Facade - Gold Ore
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:iron_ore""})",Cable Facade - Iron Ore
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:coal_ore""})",Cable Facade - Coal Ore
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:log""})",Cable Facade - Oak Wood
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:log""})",Cable Facade - Spruce Wood
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""minecraft:log""})",Cable Facade - Birch Wood
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""minecraft:log""})",Cable Facade - Jungle Wood
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:leaves""})",Cable Facade - Oak Leaves
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:leaves""})",Cable Facade - Spruce Leaves
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""minecraft:leaves""})",Cable Facade - Birch Leaves
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""minecraft:leaves""})",Cable Facade - Jungle Leaves
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:sponge""})",Cable Facade - Sponge
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:sponge""})",Cable Facade - Wet Sponge
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:glass""})",Cable Facade - Glass
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:lapis_ore""})",Cable Facade - Lapis Lazuli Ore
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:lapis_block""})",Cable Facade - Lapis Lazuli Block
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:sandstone""})",Cable Facade - Sandstone
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:sandstone""})",Cable Facade - Chiseled Sandstone
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""minecraft:sandstone""})",Cable Facade - Smooth Sandstone
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:wool""})",Cable Facade - White Wool
"<appliedenergistics2:facade>.withTag({damage: 1, item: ""minecraft:wool""})",Cable Facade - Orange Wool
"<appliedenergistics2:facade>.withTag({damage: 2, item: ""minecraft:wool""})",Cable Facade - Magenta Wool
"<appliedenergistics2:facade>.withTag({damage: 3, item: ""minecraft:wool""})",Cable Facade - Light Blue Wool
"<appliedenergistics2:facade>.withTag({damage: 4, item: ""minecraft:wool""})",Cable Facade - Yellow Wool
"<appliedenergistics2:facade>.withTag({damage: 5, item: ""minecraft:wool""})",Cable Facade - Lime Wool
"<appliedenergistics2:facade>.withTag({damage: 6, item: ""minecraft:wool""})",Cable Facade - Pink Wool
"<appliedenergistics2:facade>.withTag({damage: 7, item: ""minecraft:wool""})",Cable Facade - Gray Wool
"<appliedenergistics2:facade>.withTag({damage: 8, item: ""minecraft:wool""})",Cable Facade - Light Gray Wool
"<appliedenergistics2:facade>.withTag({damage: 9, item: ""minecraft:wool""})",Cable Facade - Cyan Wool
"<appliedenergistics2:facade>.withTag({damage: 10, item: ""minecraft:wool""})",Cable Facade - Purple Wool
"<appliedenergistics2:facade>.withTag({damage: 11, item: ""minecraft:wool""})",Cable Facade - Blue Wool
"<appliedenergistics2:facade>.withTag({damage: 12, item: ""minecraft:wool""})",Cable Facade - Brown Wool
"<appliedenergistics2:facade>.withTag({damage: 13, item: ""minecraft:wool""})",Cable Facade - Green Wool
"<appliedenergistics2:facade>.withTag({damage: 14, item: ""minecraft:wool""})",Cable Facade - Red Wool
"<appliedenergistics2:facade>.withTag({damage: 15, item: ""minecraft:wool""})",Cable Facade - Black Wool
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:gold_block""})",Cable Facade - Block of Gold
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:iron_block""})",Cable Facade - Block of Iron
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:brick_block""})",Cable Facade - Bricks
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:tnt""})",Cable Facade - TNT
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:bookshelf""})",Cable Facade - Bookshelf
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:mossy_cobblestone""})",Cable Facade - Moss Stone
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:obsidian""})",Cable Facade - Obsidian
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:diamond_ore""})",Cable Facade - Diamond Ore
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:diamond_block""})",Cable Facade - Block of Diamond
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:redstone_ore""})",Cable Facade - Redstone Ore
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:ice""})",Cable Facade - Ice
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:snow""})",Cable Facade - Snow
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:clay""})",Cable Facade - Clay
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:pumpkin""})",Cable Facade - Pumpkin
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:netherrack""})",Cable Facade - Netherrack
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:soul_sand""})",Cable Facade - Soul Sand
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:glowstone""})",Cable Facade - Glowstone
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:lit_pumpkin""})",Cable Facade - Jack o'Lantern
"<appliedenergistics2:facade>.withTag({damage: 0, item: ""minecraft:stained_glass""})",Cable Facade - White Stained Glass
